REGION,COLONY,COLONY_IMAGES,HERO,ASCENTION_QUEST_NAME,RECOMMENDED_LEVEL,CHAPTER,POST_GAME_QUEST,HOW_TO_ACCEPT_QUEST,QUEST,HERO_IMAGES,HERO_INFO,ASCENTION_PRE_REQUISIT_HEADER,ASCENTION_PRE_REQUISIT_VALUE,HERO_ASCENTION
Aetia Region,Colony Gamma,https://charalambosbucket1.s3.amazonaws.com/cb496d604b93959678ac44c0b77786e7.png,Sena,Ascension Quest: Side Story: Sena Walkthrough ,Lv. 54,Chapter 6,NULL,This is Teach's Hero Ascension Quest. You must have completed the Extracurricular Lesson Standard Quests. A Question Mark will appear in Colony Gamma. You need Teach in your party for the Question Mark to appear. Mio must be at a rank 10 as a Thaumaturge.,Shadow of Enmity,https://charalambosbucket1.s3.amazonaws.com/72c9d76ee6357debb42e37c7cd1b0c61.png,Attacker,Required Discussion Topic and Location,City,
Aetia Region,Colony Gamma,https://charalambosbucket1.s3.amazonaws.com/cb496d604b93959678ac44c0b77786e7.png,Sena,Ascension Quest: Side Story: Sena Walkthrough ,Lv. 54,Chapter 6,NULL,This is Teach's Hero Ascension Quest. You must have completed the Extracurricular Lesson Standard Quests. A Question Mark will appear in Colony Gamma. You need Teach in your party for the Question Mark to appear. Mio must be at a rank 10 as a Thaumaturge.,Shadow of Enmity,https://charalambosbucket1.s3.amazonaws.com/72c9d76ee6357debb42e37c7cd1b0c61.png,Attacker,Recommended Level,53,
Aetia Region,Colony Gamma,https://charalambosbucket1.s3.amazonaws.com/cb496d604b93959678ac44c0b77786e7.png,Sena,Ascension Quest: Side Story: Sena Walkthrough ,Lv. 54,Chapter 6,NULL,This is Teach's Hero Ascension Quest. You must have completed the Extracurricular Lesson Standard Quests. A Question Mark will appear in Colony Gamma. You need Teach in your party for the Question Mark to appear. Mio must be at a rank 10 as a Thaumaturge.,Shadow of Enmity,https://charalambosbucket1.s3.amazonaws.com/72c9d76ee6357debb42e37c7cd1b0c61.png,Attacker,Required Discussion Topic and Location,Ghondor's Grumblings,
Aetia Region,Colony Gamma,https://charalambosbucket1.s3.amazonaws.com/cb496d604b93959678ac44c0b77786e7.png,Manana,Ascension Quest: Culinary Repertoire Walkthrough ,Lv. 54,Chapter 6,NULL,This is Teach's Hero Ascension Quest. You must have completed the Extracurricular Lesson Standard Quests. A Question Mark will appear in Colony Gamma. You need Teach in your party for the Question Mark to appear. Mio must be at a rank 10 as a Thaumaturge.,Shadow of Enmity,https://charalambosbucket1.s3.amazonaws.com/7429cfcb5a8b75724a9cdc1a8227c0b0.png,Riku,How to Unlock,"Progress through Chapter 6, must have  Yumsmith Rank 10, and must have ordered Acqua Pazza a la City in the City.",
Aetia Region,Colony Gamma,https://charalambosbucket1.s3.amazonaws.com/cb496d604b93959678ac44c0b77786e7.png,Manana,Ascension Quest: Culinary Repertoire Walkthrough ,Lv. 54,Chapter 6,NULL,This is Teach's Hero Ascension Quest. You must have completed the Extracurricular Lesson Standard Quests. A Question Mark will appear in Colony Gamma. You need Teach in your party for the Question Mark to appear. Mio must be at a rank 10 as a Thaumaturge.,Shadow of Enmity,https://charalambosbucket1.s3.amazonaws.com/7429cfcb5a8b75724a9cdc1a8227c0b0.png,Riku,Recommended Level,52,
Aetia Region,Colony Gamma,https://charalambosbucket1.s3.amazonaws.com/cb496d604b93959678ac44c0b77786e7.png,Manana,Ascension Quest: Culinary Repertoire Walkthrough ,Lv. 54,Chapter 6,NULL,This is Teach's Hero Ascension Quest. You must have completed the Extracurricular Lesson Standard Quests. A Question Mark will appear in Colony Gamma. You need Teach in your party for the Question Mark to appear. Mio must be at a rank 10 as a Thaumaturge.,Shadow of Enmity,https://charalambosbucket1.s3.amazonaws.com/7429cfcb5a8b75724a9cdc1a8227c0b0.png,Riku,Quest Giver,Selfifi,
Aetia Region,Colony Gamma,https://charalambosbucket1.s3.amazonaws.com/cb496d604b93959678ac44c0b77786e7.png,Manana,Ascension Quest: Culinary Repertoire Walkthrough ,Lv. 54,Chapter 6,NULL,This is Teach's Hero Ascension Quest. You must have completed the Extracurricular Lesson Standard Quests. A Question Mark will appear in Colony Gamma. You need Teach in your party for the Question Mark to appear. Mio must be at a rank 10 as a Thaumaturge.,Shadow of Enmity,https://charalambosbucket1.s3.amazonaws.com/7429cfcb5a8b75724a9cdc1a8227c0b0.png,Riku,Chapter,Chapter 6,
Aetia Region,Colony Gamma,https://charalambosbucket1.s3.amazonaws.com/cb496d604b93959678ac44c0b77786e7.png,Manana,Ascension Quest: Culinary Repertoire Walkthrough ,Lv. 54,Chapter 6,NULL,This is Teach's Hero Ascension Quest. You must have completed the Extracurricular Lesson Standard Quests. A Question Mark will appear in Colony Gamma. You need Teach in your party for the Question Mark to appear. Mio must be at a rank 10 as a Thaumaturge.,Shadow of Enmity,https://charalambosbucket1.s3.amazonaws.com/393e80e85534aaddbb7a2eedc7a217b1.png,Yumsmith,How to Unlock,"Progress through Chapter 6, must have  Yumsmith Rank 10, and must have ordered Acqua Pazza a la City in the City.",
Aetia Region,Colony Gamma,https://charalambosbucket1.s3.amazonaws.com/cb496d604b93959678ac44c0b77786e7.png,Manana,Ascension Quest: Culinary Repertoire Walkthrough ,Lv. 54,Chapter 6,NULL,This is Teach's Hero Ascension Quest. You must have completed the Extracurricular Lesson Standard Quests. A Question Mark will appear in Colony Gamma. You need Teach in your party for the Question Mark to appear. Mio must be at a rank 10 as a Thaumaturge.,Shadow of Enmity,https://charalambosbucket1.s3.amazonaws.com/393e80e85534aaddbb7a2eedc7a217b1.png,Yumsmith,Recommended Level,52,
Aetia Region,Colony Gamma,https://charalambosbucket1.s3.amazonaws.com/cb496d604b93959678ac44c0b77786e7.png,Manana,Ascension Quest: Culinary Repertoire Walkthrough ,Lv. 54,Chapter 6,NULL,This is Teach's Hero Ascension Quest. You must have completed the Extracurricular Lesson Standard Quests. A Question Mark will appear in Colony Gamma. You need Teach in your party for the Question Mark to appear. Mio must be at a rank 10 as a Thaumaturge.,Shadow of Enmity,https://charalambosbucket1.s3.amazonaws.com/393e80e85534aaddbb7a2eedc7a217b1.png,Yumsmith,Quest Giver,Selfifi,
Aetia Region,Colony Gamma,https://charalambosbucket1.s3.amazonaws.com/cb496d604b93959678ac44c0b77786e7.png,Manana,Ascension Quest: Culinary Repertoire Walkthrough ,Lv. 54,Chapter 6,NULL,This is Teach's Hero Ascension Quest. You must have completed the Extracurricular Lesson Standard Quests. A Question Mark will appear in Colony Gamma. You need Teach in your party for the Question Mark to appear. Mio must be at a rank 10 as a Thaumaturge.,Shadow of Enmity,https://charalambosbucket1.s3.amazonaws.com/393e80e85534aaddbb7a2eedc7a217b1.png,Yumsmith,Chapter,Chapter 6,
Aetia Region,Colony Gamma,https://charalambosbucket1.s3.amazonaws.com/cb496d604b93959678ac44c0b77786e7.png,Manana,Ascension Quest: Culinary Repertoire Walkthrough ,Lv. 54,Chapter 6,NULL,This is Teach's Hero Ascension Quest. You must have completed the Extracurricular Lesson Standard Quests. A Question Mark will appear in Colony Gamma. You need Teach in your party for the Question Mark to appear. Mio must be at a rank 10 as a Thaumaturge.,Shadow of Enmity,https://charalambosbucket1.s3.amazonaws.com/72c9d76ee6357debb42e37c7cd1b0c61.png,Attacker,How to Unlock,"Progress through Chapter 6, must have  Yumsmith Rank 10, and must have ordered Acqua Pazza a la City in the City.",
Aetia Region,Colony Gamma,https://charalambosbucket1.s3.amazonaws.com/cb496d604b93959678ac44c0b77786e7.png,Manana,Ascension Quest: Culinary Repertoire Walkthrough ,Lv. 54,Chapter 6,NULL,This is Teach's Hero Ascension Quest. You must have completed the Extracurricular Lesson Standard Quests. A Question Mark will appear in Colony Gamma. You need Teach in your party for the Question Mark to appear. Mio must be at a rank 10 as a Thaumaturge.,Shadow of Enmity,https://charalambosbucket1.s3.amazonaws.com/72c9d76ee6357debb42e37c7cd1b0c61.png,Attacker,Recommended Level,52,
Aetia Region,Colony Gamma,https://charalambosbucket1.s3.amazonaws.com/cb496d604b93959678ac44c0b77786e7.png,Manana,Ascension Quest: Culinary Repertoire Walkthrough ,Lv. 54,Chapter 6,NULL,This is Teach's Hero Ascension Quest. You must have completed the Extracurricular Lesson Standard Quests. A Question Mark will appear in Colony Gamma. You need Teach in your party for the Question Mark to appear. Mio must be at a rank 10 as a Thaumaturge.,Shadow of Enmity,https://charalambosbucket1.s3.amazonaws.com/72c9d76ee6357debb42e37c7cd1b0c61.png,Attacker,Quest Giver,Selfifi,
Aetia Region,Colony Gamma,https://charalambosbucket1.s3.amazonaws.com/cb496d604b93959678ac44c0b77786e7.png,Manana,Ascension Quest: Culinary Repertoire Walkthrough ,Lv. 54,Chapter 6,NULL,This is Teach's Hero Ascension Quest. You must have completed the Extracurricular Lesson Standard Quests. A Question Mark will appear in Colony Gamma. You need Teach in your party for the Question Mark to appear. Mio must be at a rank 10 as a Thaumaturge.,Shadow of Enmity,https://charalambosbucket1.s3.amazonaws.com/72c9d76ee6357debb42e37c7cd1b0c61.png,Attacker,Chapter,Chapter 6,
Fornis Region,Colony 30,https://charalambosbucket1.s3.amazonaws.com/f9249b69464c476b5ef718b1b54db25c.png,Valdi,Ascension Quest: Im a Mechanic Walkthrough ,Lv. 32,Chapter 5,NULL,"After arriving in The City for the first time, head back to Colony 30 and Gather Info. Discuss the information at a Rest Stop.",The True Culprit,https://charalambosbucket1.s3.amazonaws.com/8c696719943dda32fb2c7b4fa661a892.png,Valdi,Chapter,Chapter 5,Valdi
Fornis Region,Colony 30,https://charalambosbucket1.s3.amazonaws.com/f9249b69464c476b5ef718b1b54db25c.png,Valdi,Ascension Quest: Im a Mechanic Walkthrough ,Lv. 32,Chapter 5,NULL,"After arriving in The City for the first time, head back to Colony 30 and Gather Info. Discuss the information at a Rest Stop.",The True Culprit,https://charalambosbucket1.s3.amazonaws.com/8c696719943dda32fb2c7b4fa661a892.png,Valdi,How to Unlock,Complete Phase 5 of building Dorrick (Repapa's item lists) and rank up the War Medic class to Rank 10.,Valdi
Fornis Region,Colony 30,https://charalambosbucket1.s3.amazonaws.com/f9249b69464c476b5ef718b1b54db25c.png,Valdi,Ascension Quest: Im a Mechanic Walkthrough ,Lv. 32,Chapter 5,NULL,"After arriving in The City for the first time, head back to Colony 30 and Gather Info. Discuss the information at a Rest Stop.",The True Culprit,https://charalambosbucket1.s3.amazonaws.com/8c696719943dda32fb2c7b4fa661a892.png,Valdi,Recommended Level,42,Valdi
Fornis Region,Colony 30,https://charalambosbucket1.s3.amazonaws.com/f9249b69464c476b5ef718b1b54db25c.png,Valdi,Ascension Quest: Im a Mechanic Walkthrough ,Lv. 32,Chapter 5,NULL,"After arriving in The City for the first time, head back to Colony 30 and Gather Info. Discuss the information at a Rest Stop.",The True Culprit,https://charalambosbucket1.s3.amazonaws.com/8c696719943dda32fb2c7b4fa661a892.png,Valdi,Quest Giver,Yuzet,Valdi
Fornis Region,Colony 30,https://charalambosbucket1.s3.amazonaws.com/f9249b69464c476b5ef718b1b54db25c.png,Valdi,Ascension Quest: Im a Mechanic Walkthrough ,Lv. 32,Chapter 5,NULL,"After arriving in The City for the first time, head back to Colony 30 and Gather Info. Discuss the information at a Rest Stop.",The True Culprit,https://charalambosbucket1.s3.amazonaws.com/7649d9e8aee9b57ea98c618d7f19d28f.png,WarMedic,Chapter,Chapter 5,Valdi
Fornis Region,Colony 30,https://charalambosbucket1.s3.amazonaws.com/f9249b69464c476b5ef718b1b54db25c.png,Valdi,Ascension Quest: Im a Mechanic Walkthrough ,Lv. 32,Chapter 5,NULL,"After arriving in The City for the first time, head back to Colony 30 and Gather Info. Discuss the information at a Rest Stop.",The True Culprit,https://charalambosbucket1.s3.amazonaws.com/7649d9e8aee9b57ea98c618d7f19d28f.png,WarMedic,How to Unlock,Complete Phase 5 of building Dorrick (Repapa's item lists) and rank up the War Medic class to Rank 10.,Valdi
Fornis Region,Colony 30,https://charalambosbucket1.s3.amazonaws.com/f9249b69464c476b5ef718b1b54db25c.png,Valdi,Ascension Quest: Im a Mechanic Walkthrough ,Lv. 32,Chapter 5,NULL,"After arriving in The City for the first time, head back to Colony 30 and Gather Info. Discuss the information at a Rest Stop.",The True Culprit,https://charalambosbucket1.s3.amazonaws.com/7649d9e8aee9b57ea98c618d7f19d28f.png,WarMedic,Recommended Level,42,Valdi
Fornis Region,Colony 30,https://charalambosbucket1.s3.amazonaws.com/f9249b69464c476b5ef718b1b54db25c.png,Valdi,Ascension Quest: Im a Mechanic Walkthrough ,Lv. 32,Chapter 5,NULL,"After arriving in The City for the first time, head back to Colony 30 and Gather Info. Discuss the information at a Rest Stop.",The True Culprit,https://charalambosbucket1.s3.amazonaws.com/7649d9e8aee9b57ea98c618d7f19d28f.png,WarMedic,Quest Giver,Yuzet,Valdi
Fornis Region,Colony 30,https://charalambosbucket1.s3.amazonaws.com/f9249b69464c476b5ef718b1b54db25c.png,Valdi,Ascension Quest: Im a Mechanic Walkthrough ,Lv. 32,Chapter 5,NULL,"After arriving in The City for the first time, head back to Colony 30 and Gather Info. Discuss the information at a Rest Stop.",The True Culprit,https://charalambosbucket1.s3.amazonaws.com/ea1443be3a0f6ae962e745071f514434.png,Healer,Chapter,Chapter 5,Valdi
Fornis Region,Colony 30,https://charalambosbucket1.s3.amazonaws.com/f9249b69464c476b5ef718b1b54db25c.png,Valdi,Ascension Quest: Im a Mechanic Walkthrough ,Lv. 32,Chapter 5,NULL,"After arriving in The City for the first time, head back to Colony 30 and Gather Info. Discuss the information at a Rest Stop.",The True Culprit,https://charalambosbucket1.s3.amazonaws.com/ea1443be3a0f6ae962e745071f514434.png,Healer,How to Unlock,Complete Phase 5 of building Dorrick (Repapa's item lists) and rank up the War Medic class to Rank 10.,Valdi
Fornis Region,Colony 30,https://charalambosbucket1.s3.amazonaws.com/f9249b69464c476b5ef718b1b54db25c.png,Valdi,Ascension Quest: Im a Mechanic Walkthrough ,Lv. 32,Chapter 5,NULL,"After arriving in The City for the first time, head back to Colony 30 and Gather Info. Discuss the information at a Rest Stop.",The True Culprit,https://charalambosbucket1.s3.amazonaws.com/ea1443be3a0f6ae962e745071f514434.png,Healer,Recommended Level,42,Valdi
Fornis Region,Colony 30,https://charalambosbucket1.s3.amazonaws.com/f9249b69464c476b5ef718b1b54db25c.png,Valdi,Ascension Quest: Im a Mechanic Walkthrough ,Lv. 32,Chapter 5,NULL,"After arriving in The City for the first time, head back to Colony 30 and Gather Info. Discuss the information at a Rest Stop.",The True Culprit,https://charalambosbucket1.s3.amazonaws.com/ea1443be3a0f6ae962e745071f514434.png,Healer,Quest Giver,Yuzet,Valdi
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Melia,Ascension Quest: From Atop Her Throne Walkthrough ,Lv. 70,Chapter 7,NULL,"You must have completed The New Inspector, A Dark Cloud, and Missing in Action Standard Quests first. After finishing A Dark Cloud, you will receive a piece of info labeled ""Rumblings at the Fort."" You need to gain the second piece of info by gathering info at Keves Castle at noon. Once you have both pieces of information about ""Rumblings at the Fort,"" Discuss It at a Rest Stop.",The True Inspector,https://charalambosbucket1.s3.amazonaws.com/2e8db13f7cb54798ec6c0269b4784092.png,Melia,Quest Giver,N/A,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Melia,Ascension Quest: From Atop Her Throne Walkthrough ,Lv. 70,Chapter 7,NULL,"You must have completed The New Inspector, A Dark Cloud, and Missing in Action Standard Quests first. After finishing A Dark Cloud, you will receive a piece of info labeled ""Rumblings at the Fort."" You need to gain the second piece of info by gathering info at Keves Castle at noon. Once you have both pieces of information about ""Rumblings at the Fort,"" Discuss It at a Rest Stop.",The True Inspector,https://charalambosbucket1.s3.amazonaws.com/2e8db13f7cb54798ec6c0269b4784092.png,Melia,Chapter,Chapter 7,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Melia,Ascension Quest: From Atop Her Throne Walkthrough ,Lv. 70,Chapter 7,NULL,"You must have completed The New Inspector, A Dark Cloud, and Missing in Action Standard Quests first. After finishing A Dark Cloud, you will receive a piece of info labeled ""Rumblings at the Fort."" You need to gain the second piece of info by gathering info at Keves Castle at noon. Once you have both pieces of information about ""Rumblings at the Fort,"" Discuss It at a Rest Stop.",The True Inspector,https://charalambosbucket1.s3.amazonaws.com/2e8db13f7cb54798ec6c0269b4784092.png,Melia,How to Unlock,Finish the game & get Royal Summoner to Rank 10.,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Melia,Ascension Quest: From Atop Her Throne Walkthrough ,Lv. 70,Chapter 7,NULL,"You must have completed The New Inspector, A Dark Cloud, and Missing in Action Standard Quests first. After finishing A Dark Cloud, you will receive a piece of info labeled ""Rumblings at the Fort."" You need to gain the second piece of info by gathering info at Keves Castle at noon. Once you have both pieces of information about ""Rumblings at the Fort,"" Discuss It at a Rest Stop.",The True Inspector,https://charalambosbucket1.s3.amazonaws.com/2e8db13f7cb54798ec6c0269b4784092.png,Melia,Recommended Level,80,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Melia,Ascension Quest: From Atop Her Throne Walkthrough ,Lv. 70,Chapter 7,NULL,"You must have completed The New Inspector, A Dark Cloud, and Missing in Action Standard Quests first. After finishing A Dark Cloud, you will receive a piece of info labeled ""Rumblings at the Fort."" You need to gain the second piece of info by gathering info at Keves Castle at noon. Once you have both pieces of information about ""Rumblings at the Fort,"" Discuss It at a Rest Stop.",The True Inspector,https://charalambosbucket1.s3.amazonaws.com/493789bbd4966f24a0f86c7baa33acea.png,RoyalSummoner,Quest Giver,N/A,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Melia,Ascension Quest: From Atop Her Throne Walkthrough ,Lv. 70,Chapter 7,NULL,"You must have completed The New Inspector, A Dark Cloud, and Missing in Action Standard Quests first. After finishing A Dark Cloud, you will receive a piece of info labeled ""Rumblings at the Fort."" You need to gain the second piece of info by gathering info at Keves Castle at noon. Once you have both pieces of information about ""Rumblings at the Fort,"" Discuss It at a Rest Stop.",The True Inspector,https://charalambosbucket1.s3.amazonaws.com/493789bbd4966f24a0f86c7baa33acea.png,RoyalSummoner,Chapter,Chapter 7,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Melia,Ascension Quest: From Atop Her Throne Walkthrough ,Lv. 70,Chapter 7,NULL,"You must have completed The New Inspector, A Dark Cloud, and Missing in Action Standard Quests first. After finishing A Dark Cloud, you will receive a piece of info labeled ""Rumblings at the Fort."" You need to gain the second piece of info by gathering info at Keves Castle at noon. Once you have both pieces of information about ""Rumblings at the Fort,"" Discuss It at a Rest Stop.",The True Inspector,https://charalambosbucket1.s3.amazonaws.com/493789bbd4966f24a0f86c7baa33acea.png,RoyalSummoner,How to Unlock,Finish the game & get Royal Summoner to Rank 10.,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Melia,Ascension Quest: From Atop Her Throne Walkthrough ,Lv. 70,Chapter 7,NULL,"You must have completed The New Inspector, A Dark Cloud, and Missing in Action Standard Quests first. After finishing A Dark Cloud, you will receive a piece of info labeled ""Rumblings at the Fort."" You need to gain the second piece of info by gathering info at Keves Castle at noon. Once you have both pieces of information about ""Rumblings at the Fort,"" Discuss It at a Rest Stop.",The True Inspector,https://charalambosbucket1.s3.amazonaws.com/493789bbd4966f24a0f86c7baa33acea.png,RoyalSummoner,Recommended Level,80,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Melia,Ascension Quest: From Atop Her Throne Walkthrough ,Lv. 70,Chapter 7,NULL,"You must have completed The New Inspector, A Dark Cloud, and Missing in Action Standard Quests first. After finishing A Dark Cloud, you will receive a piece of info labeled ""Rumblings at the Fort."" You need to gain the second piece of info by gathering info at Keves Castle at noon. Once you have both pieces of information about ""Rumblings at the Fort,"" Discuss It at a Rest Stop.",The True Inspector,https://charalambosbucket1.s3.amazonaws.com/72c9d76ee6357debb42e37c7cd1b0c61.png,Attacker,Quest Giver,N/A,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Melia,Ascension Quest: From Atop Her Throne Walkthrough ,Lv. 70,Chapter 7,NULL,"You must have completed The New Inspector, A Dark Cloud, and Missing in Action Standard Quests first. After finishing A Dark Cloud, you will receive a piece of info labeled ""Rumblings at the Fort."" You need to gain the second piece of info by gathering info at Keves Castle at noon. Once you have both pieces of information about ""Rumblings at the Fort,"" Discuss It at a Rest Stop.",The True Inspector,https://charalambosbucket1.s3.amazonaws.com/72c9d76ee6357debb42e37c7cd1b0c61.png,Attacker,Chapter,Chapter 7,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Melia,Ascension Quest: From Atop Her Throne Walkthrough ,Lv. 70,Chapter 7,NULL,"You must have completed The New Inspector, A Dark Cloud, and Missing in Action Standard Quests first. After finishing A Dark Cloud, you will receive a piece of info labeled ""Rumblings at the Fort."" You need to gain the second piece of info by gathering info at Keves Castle at noon. Once you have both pieces of information about ""Rumblings at the Fort,"" Discuss It at a Rest Stop.",The True Inspector,https://charalambosbucket1.s3.amazonaws.com/72c9d76ee6357debb42e37c7cd1b0c61.png,Attacker,How to Unlock,Finish the game & get Royal Summoner to Rank 10.,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Melia,Ascension Quest: From Atop Her Throne Walkthrough ,Lv. 70,Chapter 7,NULL,"You must have completed The New Inspector, A Dark Cloud, and Missing in Action Standard Quests first. After finishing A Dark Cloud, you will receive a piece of info labeled ""Rumblings at the Fort."" You need to gain the second piece of info by gathering info at Keves Castle at noon. Once you have both pieces of information about ""Rumblings at the Fort,"" Discuss It at a Rest Stop.",The True Inspector,https://charalambosbucket1.s3.amazonaws.com/72c9d76ee6357debb42e37c7cd1b0c61.png,Attacker,Recommended Level,80,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Noah,Ascension Quest: Side Story: Noah Walkthrough ,Lv. 70,Chapter 7,NULL,"You must have completed The New Inspector, A Dark Cloud, and Missing in Action Standard Quests first. After finishing A Dark Cloud, you will receive a piece of info labeled ""Rumblings at the Fort."" You need to gain the second piece of info by gathering info at Keves Castle at noon. Once you have both pieces of information about ""Rumblings at the Fort,"" Discuss It at a Rest Stop.",The True Inspector,https://charalambosbucket1.s3.amazonaws.com/9ccf9394c7091af0cd4dacf6b9519ff4.png,Noah,Quest Giver,N/A,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Noah,Ascension Quest: Side Story: Noah Walkthrough ,Lv. 70,Chapter 7,NULL,"You must have completed The New Inspector, A Dark Cloud, and Missing in Action Standard Quests first. After finishing A Dark Cloud, you will receive a piece of info labeled ""Rumblings at the Fort."" You need to gain the second piece of info by gathering info at Keves Castle at noon. Once you have both pieces of information about ""Rumblings at the Fort,"" Discuss It at a Rest Stop.",The True Inspector,https://charalambosbucket1.s3.amazonaws.com/9ccf9394c7091af0cd4dacf6b9519ff4.png,Noah,Chapter,Chapter 7,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Noah,Ascension Quest: Side Story: Noah Walkthrough ,Lv. 70,Chapter 7,NULL,"You must have completed The New Inspector, A Dark Cloud, and Missing in Action Standard Quests first. After finishing A Dark Cloud, you will receive a piece of info labeled ""Rumblings at the Fort."" You need to gain the second piece of info by gathering info at Keves Castle at noon. Once you have both pieces of information about ""Rumblings at the Fort,"" Discuss It at a Rest Stop.",The True Inspector,https://charalambosbucket1.s3.amazonaws.com/9ccf9394c7091af0cd4dacf6b9519ff4.png,Noah,Recommended Level,60,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Noah,Ascension Quest: Side Story: Noah Walkthrough ,Lv. 70,Chapter 7,NULL,"You must have completed The New Inspector, A Dark Cloud, and Missing in Action Standard Quests first. After finishing A Dark Cloud, you will receive a piece of info labeled ""Rumblings at the Fort."" You need to gain the second piece of info by gathering info at Keves Castle at noon. Once you have both pieces of information about ""Rumblings at the Fort,"" Discuss It at a Rest Stop.",The True Inspector,https://charalambosbucket1.s3.amazonaws.com/9ccf9394c7091af0cd4dacf6b9519ff4.png,Noah,How to Unlock,Progress through Chapter 7,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Noah,Ascension Quest: Side Story: Noah Walkthrough ,Lv. 70,Chapter 7,NULL,"You must have completed The New Inspector, A Dark Cloud, and Missing in Action Standard Quests first. After finishing A Dark Cloud, you will receive a piece of info labeled ""Rumblings at the Fort."" You need to gain the second piece of info by gathering info at Keves Castle at noon. Once you have both pieces of information about ""Rumblings at the Fort,"" Discuss It at a Rest Stop.",The True Inspector,https://charalambosbucket1.s3.amazonaws.com/348b805266b57bc5399d9d773a8c4232.png,Swordfighter,Quest Giver,N/A,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Noah,Ascension Quest: Side Story: Noah Walkthrough ,Lv. 70,Chapter 7,NULL,"You must have completed The New Inspector, A Dark Cloud, and Missing in Action Standard Quests first. After finishing A Dark Cloud, you will receive a piece of info labeled ""Rumblings at the Fort."" You need to gain the second piece of info by gathering info at Keves Castle at noon. Once you have both pieces of information about ""Rumblings at the Fort,"" Discuss It at a Rest Stop.",The True Inspector,https://charalambosbucket1.s3.amazonaws.com/348b805266b57bc5399d9d773a8c4232.png,Swordfighter,Chapter,Chapter 7,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Noah,Ascension Quest: Side Story: Noah Walkthrough ,Lv. 70,Chapter 7,NULL,"You must have completed The New Inspector, A Dark Cloud, and Missing in Action Standard Quests first. After finishing A Dark Cloud, you will receive a piece of info labeled ""Rumblings at the Fort."" You need to gain the second piece of info by gathering info at Keves Castle at noon. Once you have both pieces of information about ""Rumblings at the Fort,"" Discuss It at a Rest Stop.",The True Inspector,https://charalambosbucket1.s3.amazonaws.com/348b805266b57bc5399d9d773a8c4232.png,Swordfighter,Recommended Level,60,
Keves Castle Region,Keves Castle,https://charalambosbucket1.s3.amazonaws.com/b916a0e979c65e51d59b1c9df3e80137.png,Noah,Ascension Quest: Side Story: Noah Walkthrough ,Lv. 70,Chapter 7,NULL,"You must have completed The New Inspector, A Dark Cloud, and Missing in Action Standard Quests first. After finishing A Dark Cloud, you will receive a piece of info labeled ""Rumblings at the Fort."" You need to gain the second piece of info by gathering info at Keves Castle at noon. Once you have both pieces of information about ""Rumblings at the Fort,"" Discuss It at a Rest Stop.",The True Inspector,https://charalambosbucket1.s3.amazonaws.com/348b805266b57bc5399d9d773a8c4232.png,Swordfighter,How to Unlock,Progress through Chapter 7,
